number,name,is_ans,name_object,date_norm,date_buckets_2,author_norm,address,district,district_norm,protection_category_norm,base,id_object
5519,,0,Дом Финтеклюза,1841,1800-1849,,"г. Петергоф, Санкт-Петербургский пр., 41 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6360
5520,,0,Усадьба Трувеллера (2 жилых дома с территорией),1830,1800-1849,,"г. Петергоф, Санкт-Петербургский пр., 42, 46 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6361
5521,,0,Мужская гимназия с садом и оградой,1879,1850-1899,,"г. Петергоф, Санкт-Петербургский пр., 43 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6366
5522,,0,"Усадьба Х.Е. Лазарева (дом постройки 1950-х гг., территория с прудом, элементами исторической планировки и зелеными насаждениями)",2000,2000-2049,,"г. Петергоф, Санкт-Петербургский пр., 48 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6373
5523,,0,Дача Всеволожского Н.В. (магазин Гвардейского экономического общества),1836,1800-1849,Фоссати Г.;Стаценко В.П,"г. Петергоф, Санкт-Петербургский пр., 49",Петродворцовый,14,1,Закон Санкт-Петербурга № 174-27 от 05.07.1999,6378
5524,,0,Дом Редичкина,1912,1900-1949,,"г. Петергоф, Санкт-Петербургский пр., 51 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6379
5525,,0,Дом Захари,1860,1850-1899,,"г. Петергоф, Санкт-Петербургский пр., 65 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,6380
5526,,0,Дом Пальгунова,1830,1800-1849,,"г. Петергоф, Санкт-Петербургский пр., 6; Аврова ул., 6",Петродворцовый,14,1,Закон Санкт-Петербурга № 174-27 от 05.07.1999,6323
5527,,0,Дом пастухов,1897,1850-1899,А.К. Миняев,"г. Петергоф, Санкт-Петербургский пр., 7 (б. Красный пр.)",Петродворцовый,14,1,Решение исполкома Ленгорсовета № 608 от 16.07.1990,5719
5528,,0,Жилой дом с флигелем,1830,1800-1849,,"г. Петергоф, Санкт-Петербургский пр., 8; Аврова ул., 9",Петродворцовый,14,1,Закон Санкт-Петербурга № 174-27 от 05.07.1999,6325
5529,,0,Александрийский парк,2000,2000-2049,,"г. Петергоф, Санкт-Петербургский пр., Привокзальная пл",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6309
5530,Александрийский парк,1,Караульня,1836,1800-1849,Шарлемань И.И. 1й,"г. Петергоф, Аврова ул., 32-а",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6310
5531,Александрийский парк,1,Караульня,1867,1850-1899,,"г. Петергоф, Санкт-Петербургский пр., 2-а",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6321
5532,Александрийский парк,1,Электростанция,1908,1900-1949,,"г. Петергоф, восточная часть Александрийского парка",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6311
5533,Александрийский парк,1,Мосты-плотины (четыре),1900,1900-1949,,"г. Петергоф, на водоводе и протоках между прудами",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6312
5534,Александрийский парк,1,Водовод,1900,1900-1949,,"г. Петергоф, от Ольгинского канала к Александрийскому парку",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6320
5535,Александрийский парк,1,Пруды (четыре),1900,1900-1949,,"г. Петергоф, от Санкт-Петербургского пр. до Привокзальной пл",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6316
5536,Александрийский парк,1,Парк,1832,1800-1849,Эрлер П.И.;Менелас А.А.;Шарлемань И.И. 1й,"г. Петергоф, от Санкт-Петербургского просп. до Привокзальной пл",Петродворцовый,14,3,Постановление Правительства РФ № 527 от 10.07.2001,6322
